idx;Artist;Category;Style;Subject;Medium;Size;Orientation;price
P0006156;El Zeft;Photography;Modern;Landscapes,sea and sky;Bronze;Large;Squared;medium
P0006157;Abdel Hadi Al Gazzar;Sculpture;Figurative;Animals and Birds;Acrylic;Large;Vertical;very high
P0006158;Emad Ibrahim;Drawing;Wall;Animals and Birds;Ceramic;Medium;Horizontal;medium
P0006159;Ghada Amer;Photography;Portrait;transportaion and maps;Wood;X-Large;Vertical;low
P0006160;Hamid Nada;Painting;Conceptual;Architecture and cityscapes;Ink;X-Large;Horizontal;medium
P0006161;Adam Henein;Painting;Surrealism;Animals and Birds;Gouache;Large;Vertical;high
P0006162;El Teneen;Painting;Street Art;Animals and Birds;Mono;X-Large;Horizontal;very low
P0006163;Emad Ibrahim;Sculpture;Wall;Flowers and plants;Oil;Medium;Squared;very high
P0006164;El Teneen;Drawing;Documentary;still life;Lino;Large;Vertical;high
P0006165;Khaled Hafez;Print;Portrait;transportaion and maps;Oil;Small;Vertical;medium
P0006166;Mohamed El Fayoumi;Drawing;Portrait;Landscapes,sea and sky;Mono;Large;Squared;medium
P0006167;Adam Henein;Drawing;Conceptual;Landscapes,sea and sky;Ink;Medium;Vertical;very low
P0006168;Mohamed El Fayoumi;Painting;Fine Art;Landscapes,sea and sky;Watercolur;Medium;Vertical;very low
P0006169;George Bahgoury;Print;Conceptual;still life;Watercolur;X-Large;Vertical;medium
P0006170;Emad Ibrahim;Sculpture;Conceptual;Flowers and plants;Gouache;Large;Squared;medium
P0006171;Ganzeer;Collage;Surrealism;Architecture and cityscapes;Mixed media;X-Large;Squared;medium
P0006172;Tarek El Komi;Painting;Graffiti;people and portraits;Woodcut;Large;Horizontal;low
P0006173;Alaa Awad;Collage;Pop Art;Animals and Birds;Gouache;Large;Squared;high
P0006174;Fathi Hassan;Sculpture;Modern;Landscapes,sea and sky;Wood;X-Large;Horizontal;medium
P0006175;Hussain Bikar;Painting;Abstract;Abstract and non-figurative;Pastal;Large;Squared;high
P0006176;Fathi Hassan;Sculpture;Conceptual;Animals and Birds;Chalk;Small;Vertical;very low
P0006177;Tarek El Komi;Sculpture;Modern;people and portraits;Oil;Large;Vertical;low
P0006178;George Bahgoury;Painting;Abstract;Animals and Birds;Mono;Large;Horizontal;very high
P0006179;Hossam Dirar;Sculpture;Portrait;Architecture and cityscapes;Mono;Medium;Horizontal;high
P0006180;El Teneen;Photography;Abstract;people and portraits;Lino;X-Large;Vertical;high
P0006181;George Bahgoury;Photography;Folk Art;people and portraits;Watercolur;X-Large;Horizontal;low
P0006182;Adham Wanly;Sculpture;Documentary;Landscapes,sea and sky;Ceramic;Small;Horizontal;very low
P0006183;Alaa Awad;Sculpture;Fine Art;people and portraits;Oil;X-Large;Horizontal;high
P0006184;Hazem Taha Hussein;Drawing;Street Art;Abstract and non-figurative;Wood;Large;Squared;very low
P0006185;El Zeft;Painting;Conceptual;Architecture and cityscapes;Pastal;Medium;Squared;very low
P0006186;El Zeft;Collage;Street Art;Abstract and non-figurative;Charcoal;X-Large;Horizontal;very low
P0006187;Ganzeer;Painting;Conceptual;Architecture and cityscapes;Acrylic;X-Large;Squared;very high
P0006188;El Zeft;Photography;Modern;people and portraits;Ceramic;Medium;Squared;low
P0006189;El Teneen;Painting;Figurative;still life;Bronze;Small;Horizontal;high
P0006190;Ragheb Ayad;Print;Graffiti;Architecture and cityscapes;Bronze;Large;Squared;high
P0006191;Khaled Hafez;Sculpture;Graffiti;still life;Bronze;Large;Squared;very high
P0006192;Hussain Bikar;Drawing;Figurative;Abstract and non-figurative;Woodcut;Large;Squared;high
P0006193;El Zeft;Sculpture;Street Art;Flowers and plants;Bronze;Small;Vertical;high
P0006194;Ragheb Ayad;Collage;Conceptual;still life;Woodcut;X-Large;Vertical;high
P0006195;George Bahgoury;Painting;Art Deco;Architecture and cityscapes;Mono;X-Large;Vertical;low
P0006196;Mohamed El Fayoumi;Collage;Pop Art;still life;Bronze;X-Large;Horizontal;very high
P0006197;Alaa Awad;Photography;Conceptual;Architecture and cityscapes;Ceramic;X-Large;Horizontal;high
P0006198;Adham Wanly;Collage;Modern;still life;Lino;Small;Horizontal;medium
P0006199;Abdel Hadi Al Gazzar;Photography;Conceptual;Flowers and plants;Bronze;X-Large;Squared;very high
P0006200;Hamid Nada;Drawing;Folk Art;still life;Chalk;X-Large;Vertical;high
P0006201;Hossam Dirar;Photography;Pop Art;still life;Acrylic;X-Large;Squared;very high
P0006202;Mohamed El Fayoumi;Collage;Figurative;Animals and Birds;Mono;Large;Vertical;very low
P0006203;Ganzeer;Collage;Surrealism;Animals and Birds;Watercolur;Small;Vertical;medium
P0006204;George Bahgoury;Sculpture;Conceptual;Flowers and plants;Bronze;Medium;Vertical;very high
P0006205;Fathi Hassan;Drawing;Graffiti;Animals and Birds;Oil;X-Large;Vertical;medium
P0006206;Hazem Taha Hussein;Drawing;Figurative;Architecture and cityscapes;Lino;Medium;Squared;very low
P0006207;Hussain Bikar;Sculpture;Art Deco;Abstract and non-figurative;Metal;Small;Vertical;low
P0006208;Tarek El Komi;Painting;Pop Art;Landscapes,sea and sky;Lino;Medium;Squared;very low
P0006209;Alaa Awad;Sculpture;Street Art;Flowers and plants;Woodcut;X-Large;Vertical;high
P0006210;Emad Ibrahim;Photography;Folk Art;still life;Bronze;Large;Squared;very low
P0006211;Hossam Dirar;Drawing;Pop Art;Abstract and non-figurative;Mono;Large;Vertical;low
P0006212;George Bahgoury;Collage;Conceptual;transportaion and maps;Acrylic;Small;Horizontal;high
P0006213;Fathi Hassan;Print;Graffiti;Flowers and plants;Gouache;X-Large;Squared;very low
P0006214;Tarek El Komi;Print;Abstract;Flowers and plants;Woodcut;Large;Squared;high
P0006215;Tarek El Komi;Photography;Fine Art;transportaion and maps;Wood;X-Large;Vertical;medium
P0006216;Adham Wanly;Painting;Pop Art;Abstract and non-figurative;Wood;X-Large;Horizontal;high
P0006217;Alaa Awad;Collage;Conceptual;Architecture and cityscapes;Watercolur;X-Large;Horizontal;medium
P0006218;Tarek El Komi;Painting;Pop Art;Landscapes,sea and sky;Mono;Small;Squared;very high
P0006219;Adam Henein;Print;Street Art;Animals and Birds;Pincil;Small;Vertical;medium
P0006220;Khaled Hafez;Drawing;Documentary;people and portraits;Pincil;Small;Squared;low
P0006221;Hamid Nada;Print;Pop Art;Animals and Birds;Mixed media;Medium;Squared;low
P0006222;Alaa Awad;Drawing;Modern;Landscapes,sea and sky;Lino;X-Large;Horizontal;very low
P0006223;Adam Henein;Photography;Abstract;people and portraits;Wood;X-Large;Squared;high
P0006224;El Teneen;Drawing;Graffiti;Architecture and cityscapes;Bronze;X-Large;Vertical;medium
P0006225;Tarek El Komi;Photography;Abstract;Landscapes,sea and sky;Pastal;X-Large;Squared;very low
P0006226;Ragheb Ayad;Collage;Wall;Architecture and cityscapes;Acrylic;Medium;Squared;very high
P0006227;Emad Ibrahim;Collage;Art Deco;Landscapes,sea and sky;Bronze;X-Large;Vertical;low
P0006228;Fathi Hassan;Drawing;Graffiti;Landscapes,sea and sky;Chalk;Medium;Squared;high
P0006229;Emad Ibrahim;Drawing;Modern;still life;Oil;Large;Squared;very high
P0006230;Ragheb Ayad;Painting;Portrait;transportaion and maps;Pastal;Large;Horizontal;high
P0006231;Hamid Nada;Photography;Portrait;Animals and Birds;Gouache;Medium;Horizontal;very high
P0006232;El Teneen;Painting;Abstract;people and portraits;Pastal;Small;Horizontal;high
P0006233;El Zeft;Drawing;Art Deco;Flowers and plants;Watercolur;Medium;Vertical;very high
P0006234;Ganzeer;Collage;Documentary;people and portraits;Lino;Small;Squared;very high
P0006235;Mahmoud Sa'id;Painting;Folk Art;people and portraits;Ceramic;X-Large;Vertical;very low
P0006236;Ghada Amer;Sculpture;Folk Art;Flowers and plants;Gouache;X-Large;Squared;medium
P0006237;Ragheb Ayad;Print;Pop Art;Landscapes,sea and sky;Chalk;Small;Horizontal;very high
P0006238;Ghada Amer;Photography;Street Art;Flowers and plants;Pastal;Small;Horizontal;very low
P0006239;Ganzeer;Drawing;Portrait;Flowers and plants;Pincil;Large;Vertical;low
P0006240;El Teneen;Photography;Abstract;Landscapes,sea and sky;Pastal;Small;Squared;high
P0006241;Hussain Bikar;Sculpture;Surrealism;Flowers and plants;Acrylic;Medium;Horizontal;low
P0006242;Ganzeer;Drawing;Art Deco;Animals and Birds;Ink;Medium;Squared;low
P0006243;Alaa Awad;Collage;Wall;still life;Ink;Small;Horizontal;very high
P0006244;Fathi Hassan;Drawing;Conceptual;transportaion and maps;Gouache;X-Large;Horizontal;very low
P0006245;Fathi Hassan;Collage;Wall;transportaion and maps;Wood;Large;Vertical;low
P0006246;George Bahgoury;Sculpture;Wall;Abstract and non-figurative;Ceramic;Small;Squared;low
P0006247;Hamid Nada;Photography;Art Deco;transportaion and maps;Mono;Large;Squared;high
P0006248;Alaa Awad;Painting;Fine Art;Architecture and cityscapes;Wood;X-Large;Squared;medium
P0006249;Ragheb Ayad;Sculpture;Conceptual;Abstract and non-figurative;Woodcut;Medium;Squared;very high
P0006250;Tarek El Komi;Photography;Figurative;Flowers and plants;Pastal;Large;Horizontal;high
P0006251;Mahmoud Sa'id;Painting;Conceptual;people and portraits;Lino;Large;Squared;medium
P0006252;Fathi Hassan;Painting;Graffiti;people and portraits;Metal;Small;Horizontal;very low
P0006253;George Bahgoury;Drawing;Surrealism;Abstract and non-figurative;Gouache;Small;Squared;low
P0006254;Tarek El Komi;Collage;Figurative;Landscapes,sea and sky;Mono;Small;Vertical;low
P0006255;Emad Ibrahim;Photography;Folk Art;Animals and Birds;Chalk;Large;Horizontal;very high
P0006256;Hazem Taha Hussein;Drawing;Street Art;people and portraits;Mixed media;Medium;Horizontal;very high
P0006257;Adam Henein;Drawing;Graffiti;transportaion and maps;Ceramic;Large;Vertical;very low
P0006258;Tarek El Komi;Collage;Surrealism;Abstract and non-figurative;Pastal;Large;Vertical;low
P0006259;Emad Ibrahim;Sculpture;Modern;transportaion and maps;Wood;X-Large;Horizontal;very low
P0006260;Mahmoud Sa'id;Sculpture;Portrait;Abstract and non-figurative;Lino;Medium;Horizontal;medium
P0006261;Mahmoud Sa'id;Photography;Figurative;Abstract and non-figurative;Bronze;Large;Squared;medium
P0006262;Abdel Hadi Al Gazzar;Drawing;Graffiti;Animals and Birds;Ceramic;Medium;Vertical;medium
P0006263;Emad Ibrahim;Painting;Documentary;Flowers and plants;Pincil;Small;Horizontal;very low
P0006264;Hussain Bikar;Drawing;Fine Art;Landscapes,sea and sky;Bronze;Large;Vertical;medium
P0006265;Hazem Taha Hussein;Photography;Abstract;Landscapes,sea and sky;Pincil;X-Large;Horizontal;high
P0006266;Hazem Taha Hussein;Print;Surrealism;Animals and Birds;Gouache;X-Large;Horizontal;high
P0006267;Mahmoud Sa'id;Print;Fine Art;people and portraits;Wood;Large;Horizontal;medium
P0006268;Ganzeer;Sculpture;Art Deco;Flowers and plants;Watercolur;Small;Horizontal;high
P0006269;Hussain Bikar;Photography;Graffiti;Flowers and plants;Charcoal;X-Large;Horizontal;very high
P0006270;Hussain Bikar;Print;Conceptual;still life;Ink;X-Large;Squared;high
P0006271;Hossam Dirar;Photography;Modern;Animals and Birds;Ink;Small;Squared;medium
P0006272;Ghada Amer;Sculpture;Portrait;Flowers and plants;Gouache;Medium;Vertical;high
P0006273;George Bahgoury;Drawing;Surrealism;Architecture and cityscapes;Mono;X-Large;Squared;high
P0006274;El Teneen;Print;Wall;Architecture and cityscapes;Chalk;X-Large;Squared;high
P0006275;Emad Ibrahim;Painting;Surrealism;Animals and Birds;Chalk;Large;Horizontal;medium
P0006276;Alaa Awad;Drawing;Wall;Landscapes,sea and sky;Gouache;Large;Squared;very low
P0006277;Adam Henein;Collage;Folk Art;Animals and Birds;Charcoal;X-Large;Squared;very low
P0006278;El Teneen;Collage;Fine Art;still life;Mixed media;Small;Vertical;very high
P0006279;Adham Wanly;Print;Documentary;transportaion and maps;Wood;Small;Squared;high
P0006280;Ghada Amer;Collage;Conceptual;Animals and Birds;Chalk;X-Large;Squared;medium
P0006281;Alaa Awad;Photography;Street Art;Architecture and cityscapes;Mixed media;Medium;Squared;very high
P0006282;Hamid Nada;Photography;Surrealism;Animals and Birds;Watercolur;Large;Vertical;very high
P0006283;Emad Ibrahim;Drawing;Documentary;Landscapes,sea and sky;Ceramic;Small;Horizontal;high
P0006284;Hussain Bikar;Drawing;Fine Art;Abstract and non-figurative;Mono;Medium;Squared;medium
P0006285;Adham Wanly;Drawing;Pop Art;people and portraits;Gouache;Medium;Horizontal;low
P0006286;Mohamed El Fayoumi;Print;Figurative;Animals and Birds;Bronze;Small;Squared;very high
P0006287;Tarek El Komi;Collage;Graffiti;transportaion and maps;Chalk;Small;Vertical;very high
P0006288;Hamid Nada;Photography;Art Deco;Animals and Birds;Metal;Large;Squared;low
P0006289;Adam Henein;Drawing;Figurative;Animals and Birds;Oil;Large;Vertical;high
P0006290;Hossam Dirar;Drawing;Folk Art;transportaion and maps;Mixed media;Large;Horizontal;very high
P0006291;Hamid Nada;Drawing;Folk Art;Animals and Birds;Mixed media;X-Large;Vertical;very low
P0006292;Hazem Taha Hussein;Painting;Abstract;Architecture and cityscapes;Ink;Small;Horizontal;medium
P0006293;Ganzeer;Photography;Street Art;Animals and Birds;Mono;Medium;Horizontal;low
P0006294;Tarek El Komi;Print;Fine Art;Animals and Birds;Lino;Medium;Squared;very high
P0006295;Adam Henein;Drawing;Graffiti;still life;Lino;Large;Squared;very low
P0006296;Ghada Amer;Print;Surrealism;still life;Pincil;Medium;Horizontal;low
P0006297;Fathi Hassan;Sculpture;Portrait;Architecture and cityscapes;Woodcut;X-Large;Squared;low
P0006298;Ragheb Ayad;Drawing;Art Deco;people and portraits;Wood;X-Large;Vertical;very low
P0006299;Tarek El Komi;Drawing;Conceptual;Architecture and cityscapes;Oil;Large;Horizontal;low
P0006300;Adam Henein;Sculpture;Fine Art;Landscapes,sea and sky;Metal;Small;Horizontal;low
P0006301;Hossam Dirar;Collage;Surrealism;people and portraits;Bronze;Large;Squared;low
P0006302;Khaled Hafez;Painting;Conceptual;transportaion and maps;Pincil;Large;Squared;very high
P0006303;Mohamed El Fayoumi;Photography;Fine Art;still life;Charcoal;Large;Horizontal;very low
P0006304;Mahmoud Sa'id;Print;Conceptual;Abstract and non-figurative;Chalk;Large;Horizontal;very low
P0006305;Abdel Hadi Al Gazzar;Sculpture;Abstract;Flowers and plants;Pincil;Small;Squared;very low
P0006306;Emad Ibrahim;Sculpture;Pop Art;still life;Gouache;Small;Horizontal;medium
P0006307;Tarek El Komi;Print;Pop Art;Flowers and plants;Mixed media;X-Large;Squared;medium
P0006308;Hussain Bikar;Print;Wall;people and portraits;Bronze;X-Large;Squared;very high
P0006309;El Zeft;Drawing;Pop Art;still life;Chalk;Large;Horizontal;very high
P0006310;Ghada Amer;Sculpture;Pop Art;Landscapes,sea and sky;Pincil;X-Large;Squared;low
P0006311;Fathi Hassan;Print;Surrealism;Animals and Birds;Pincil;X-Large;Squared;very high
P0006312;Alaa Awad;Photography;Conceptual;transportaion and maps;Watercolur;Large;Squared;very high
P0006313;Hamid Nada;Drawing;Surrealism;Architecture and cityscapes;Oil;X-Large;Vertical;medium
P0006314;El Teneen;Drawing;Street Art;Landscapes,sea and sky;Bronze;X-Large;Horizontal;medium
P0006315;Fathi Hassan;Drawing;Abstract;Animals and Birds;Mixed media;Large;Squared;very low
P0006316;Adam Henein;Painting;Abstract;Animals and Birds;Woodcut;X-Large;Vertical;very high
P0006317;Hazem Taha Hussein;Collage;Street Art;still life;Pincil;Small;Horizontal;medium
P0006318;Ghada Amer;Collage;Art Deco;transportaion and maps;Lino;Small;Horizontal;very low
P0006319;Alaa Awad;Collage;Figurative;Abstract and non-figurative;Ceramic;Large;Squared;very high
P0006320;El Teneen;Print;Surrealism;Landscapes,sea and sky;Wood;Small;Horizontal;medium
P0006321;Hazem Taha Hussein;Drawing;Wall;Landscapes,sea and sky;Mono;Large;Vertical;high
P0006322;Khaled Hafez;Photography;Fine Art;Abstract and non-figurative;Chalk;Large;Vertical;very low
P0006323;Hazem Taha Hussein;Sculpture;Wall;Animals and Birds;Woodcut;Medium;Horizontal;low
P0006324;Abdel Hadi Al Gazzar;Collage;Pop Art;still life;Pincil;Medium;Squared;high
P0006325;Alaa Awad;Sculpture;Pop Art;Abstract and non-figurative;Mixed media;X-Large;Squared;low
P0006326;Ghada Amer;Painting;Folk Art;Landscapes,sea and sky;Charcoal;Medium;Vertical;medium
P0006327;El Zeft;Sculpture;Documentary;Animals and Birds;Ceramic;Medium;Squared;very high
P0006328;Ganzeer;Sculpture;Wall;Abstract and non-figurative;Gouache;X-Large;Squared;very high
P0006329;Ragheb Ayad;Drawing;Surrealism;Abstract and non-figurative;Acrylic;Medium;Vertical;high
P0006330;El Zeft;Print;Graffiti;still life;Pastal;X-Large;Vertical;low
P0006331;Tarek El Komi;Drawing;Folk Art;Flowers and plants;Lino;X-Large;Horizontal;high
P0006332;Mahmoud Sa'id;Photography;Art Deco;Abstract and non-figurative;Ink;Small;Vertical;very high
P0006333;Ragheb Ayad;Photography;Figurative;still life;Mixed media;Large;Horizontal;medium
P0006334;Abdel Hadi Al Gazzar;Collage;Documentary;Animals and Birds;Charcoal;Medium;Vertical;very low
P0006335;Khaled Hafez;Drawing;Art Deco;Abstract and non-figurative;Metal;X-Large;Squared;low
P0006336;Ghada Amer;Photography;Art Deco;Landscapes,sea and sky;Mono;Large;Vertical;very low
P0006337;Hussain Bikar;Painting;Art Deco;Architecture and cityscapes;Mixed media;Large;Vertical;very high
P0006338;Hossam Dirar;Painting;Art Deco;Architecture and cityscapes;Charcoal;Medium;Squared;high
P0006339;George Bahgoury;Sculpture;Street Art;Landscapes,sea and sky;Ceramic;Medium;Horizontal;low
P0006340;Adham Wanly;Drawing;Fine Art;transportaion and maps;Watercolur;Small;Squared;low
P0006341;George Bahgoury;Drawing;Portrait;transportaion and maps;Ink;Large;Squared;very high
P0006342;El Zeft;Sculpture;Graffiti;transportaion and maps;Wood;Medium;Horizontal;very high
P0006343;Mahmoud Sa'id;Sculpture;Fine Art;people and portraits;Pastal;Large;Squared;medium
P0006344;Fathi Hassan;Drawing;Surrealism;transportaion and maps;Lino;Small;Horizontal;very high
P0006345;El Zeft;Photography;Portrait;Flowers and plants;Chalk;Large;Squared;medium
P0006346;Adam Henein;Photography;Folk Art;still life;Pastal;Medium;Vertical;low
P0006347;Mohamed El Fayoumi;Collage;Figurative;Architecture and cityscapes;Woodcut;Medium;Vertical;medium
P0006348;Alaa Awad;Drawing;Street Art;transportaion and maps;Wood;X-Large;Horizontal;very high
P0006349;El Zeft;Collage;Fine Art;people and portraits;Woodcut;Small;Squared;high
P0006350;Adham Wanly;Collage;Modern;Architecture and cityscapes;Chalk;Large;Squared;very high
P0006351;Khaled Hafez;Painting;Figurative;Animals and Birds;Lino;Large;Squared;very low
P0006352;Ganzeer;Sculpture;Pop Art;Flowers and plants;Oil;Large;Squared;medium
P0006353;Mohamed El Fayoumi;Painting;Portrait;Landscapes,sea and sky;Wood;X-Large;Horizontal;low
P0006354;Ganzeer;Drawing;Surrealism;Abstract and non-figurative;Mono;Medium;Vertical;low
P0006355;Abdel Hadi Al Gazzar;Print;Abstract;Abstract and non-figurative;Oil;Small;Squared;very low
P0006356;El Zeft;Drawing;Street Art;Architecture and cityscapes;Woodcut;X-Large;Squared;high
P0006357;Ghada Amer;Painting;Figurative;people and portraits;Oil;Medium;Horizontal;low
P0006358;Khaled Hafez;Sculpture;Modern;Flowers and plants;Chalk;Small;Squared;high
P0006359;Adam Henein;Painting;Modern;Animals and Birds;Wood;Medium;Squared;very low
P0006360;Ghada Amer;Drawing;Modern;Flowers and plants;Charcoal;Small;Vertical;low
P0006361;Hussain Bikar;Print;Fine Art;people and portraits;Ink;Medium;Vertical;very high
P0006362;Hussain Bikar;Photography;Surrealism;still life;Chalk;Small;Squared;very low
